"Gene_ID","log2FC","p_value","adjusted_p_value","Regulation","Gene_Symbol","Gene_Name"
"ENSG00000174844",-0.699659137444726,0.52252621248694,0.799341833536039,"NS","DNAH12","dynein axonemal heavy chain 12"
"ENSG00000173531",0.2906526071693,0.74687600038478,0.91219891014736,"NS","MST1","macrophage stimulating 1"
"ENSG00000178084",-1.59818034265024,0.57165198326733,0.826359848880056,"NS","HTR3C","5-hydroxytryptamine receptor 3C"
"ENSG00000186038",3.04757547351696,0.074065303166497,0.296274538557166,"NS","HTR3E","5-hydroxytryptamine receptor 3E"
"ENSG00000188306",6.80202860567551,0.000284781141242933,0.00658150198497329,"Up","LRRIQ4","leucine rich repeats and IQ motif containing 4"
"ENSG00000230732",-0.503060490641186,0.81092619865169,0.936698411866273,"NS",NA,NA
"ENSG00000114503",-0.111097336974451,0.75830919708641,0.91787284292368,"NS","NCBP2","nuclear cap binding protein subunit 2"
"ENSG00000225578",0.702937908257274,0.571512732551598,0.826359848880056,"NS","NCBP2-AS1","NCBP2 antisense RNA 1"
"ENSG00000270170",0.0739146835330045,0.909139098344053,0.97247635075896,"NS","NCBP2AS2","NCBP2 antisense 2 (head to head)"
"ENSG00000286017",1.8563383690127,0.112779214409162,0.377623535234774,"NS",NA,NA
"ENSG00000163602",-0.83211709838693,0.171404436095122,0.472749637477093,"NS","RYBP","RING1 and YY1 binding protein"
"ENSG00000234617",0.720759338177421,0.471076644871786,0.765714800806728,"NS",NA,NA
"ENSG00000144560",0.317398454236246,0.649233285422875,0.869475082220276,"NS","VGLL4","vestigial like family member 4"
"ENSG00000174173",-0.00573476673155376,0.991557255695109,0.997021287953908,"NS","TRMT10C","tRNA methyltransferase 10C, mitochondrial RNase P subunit"
"ENSG00000114013",-2.28824036550242,0.00199486928617311,0.0263060076153539,"Down","CD86","CD86 molecule"
"ENSG00000121552",-2.25071664888943,0.0264951479419307,0.154563514830429,"NS","CSTA","cystatin A"
"ENSG00000114023",1.72626004082304,0.000175068388400665,0.00457203207045321,"Up","FAM162A","family with sequence similarity 162 member A"
"ENSG00000163840",-0.650074067111223,0.19770125094302,0.509622250691728,"NS","DTX3L","deltex E3 ubiquitin ligase 3L"
"ENSG00000151276",1.35117427179404,0.222338341867025,0.541132824819876,"NS","MAGI1","membrane associated guanylate kinase, WW and PDZ domain containing 1"
"ENSG00000065371",6.2353934697639,0.00538824289785092,0.0525228826592906,"NS","ROPN1","rhophilin associated tail protein 1"
"ENSG00000114656",-1.66063207789901,0.0517665762657998,0.239526803354324,"NS","CFAP92","cilia and flagella associated protein 92 (putative)"
"ENSG00000160791",-1.54222094588201,0.089136860793752,0.329911740640501,"NS","CCR5","C-C motif chemokine receptor 5"
"ENSG00000171121",0.0261544559246665,0.976379802115167,0.992515175927912,"NS","KCNMB3","potassium calcium-activated channel subfamily M regulatory beta subunit 3"
"ENSG00000289507",-0.666136940815338,0.327660849367073,0.651366565091036,"NS",NA,NA
"ENSG00000289138",-1.17057899319834,0.26587966536906,0.589656119715743,"NS",NA,NA
"ENSG00000234851",-0.361722485393792,0.575358806055517,0.829694746156065,"NS","RPL23AP42","ribosomal protein L23a pseudogene 42"
"ENSG00000234742",-0.0382726273258448,0.959243363625145,0.987629997682126,"NS","RPL17P18","ribosomal protein L17 pseudogene 18"
"ENSG00000280417",-1.43130746443083,0.259163194065131,0.582962779511526,"NS",NA,NA
"ENSG00000286689",-0.0525397780690179,0.970815960844201,0.991425644027989,"NS",NA,NA
"ENSG00000271964",-1.4718322798064,0.16665316870862,0.466121512127155,"NS",NA,NA
"ENSG00000272529",-1.66934582048457,0.0945908952381529,0.341846452183006,"NS",NA,NA
"ENSG00000188846",-0.812130684612741,0.24720119788042,0.568887716848709,"NS","RPL14","ribosomal protein L14"
"ENSG00000199906",-2.00883671319183,0.158058286884634,0.453375034486657,"NS",NA,NA
"ENSG00000234287",-0.544155521338347,0.489559706117674,0.777733543845248,"NS",NA,NA
"ENSG00000243547",0.0208347068271569,0.977397911463394,0.993030560963562,"NS","HNRNPKP4","heterogeneous nuclear ribonucleoprotein K pseudogene 4"
"ENSG00000080200",1.70043291628967,0.171019950025809,0.472203999784712,"NS","CRYBG3","crystallin beta-gamma domain containing 3"
"ENSG00000157103",-3.14252428603124,0.07475260603915,0.29773821033114,"NS","SLC6A1","solute carrier family 6 member 1"
"ENSG00000163606",-2.94602222511838,0.0353940647765459,0.187404987245975,"NS","CD200R1","CD200 receptor 1"
"ENSG00000287805",3.22321393065552,0.0215267114310322,0.134965802988278,"NS",NA,NA
"ENSG00000203644",-0.506111504323542,0.474583673914654,0.768186610765587,"NS",NA,NA
"ENSG00000144935",-2.22396974562438,0.0203617907793079,0.130555267888938,"NS","TRPC1","transient receptor potential cation channel subfamily C member 1"
"ENSG00000178053",0.708348095658627,0.379226500898822,0.69594131906104,"NS","MLF1","myeloid leukemia factor 1"
"ENSG00000079257",1.00739487976989,0.198869864468912,0.51109394251963,"NS","LXN","latexin"
"ENSG00000138231",-0.300329238653286,0.468076361626329,0.763853164860732,"NS","DBR1","debranching RNA lariats 1"
"ENSG00000125046",0.0912330189457537,0.930048283820176,0.977812579819741,"NS","SSUH2","ssu-2 homolog"
"ENSG00000288720",-0.0119891059387527,0.992927867171464,0.997449778048725,"NS",NA,NA
"ENSG00000157014",-0.509931956378036,0.296886982905325,0.62059874867752,"NS","TATDN2","TatD DNase domain containing 2"
"ENSG00000184100",-0.406742390607793,0.68878885583297,0.888789473693234,"NS","BRD7P2","bromodomain containing 7 pseudogene 2"
"ENSG00000224080",1.28762501503054,0.242555111712925,0.564413282358296,"NS",NA,NA
"ENSG00000271993",2.31519238760877,0.055882475607982,0.25094628967729,"NS",NA,NA
"ENSG00000230409",-1.90017901398998,0.0174725266207268,0.117290665567216,"NS",NA,NA
"ENSG00000168811",-1.90220890763805,0.16428269334604,0.46276102047731,"NS","IL12A","interleukin 12A"
"ENSG00000173950",-1.29319054773801,0.0609741469382692,0.264566395175359,"NS","XXYLT1","xyloside xylosyltransferase 1"
"ENSG00000287005",-1.72731814660613,0.368812233312219,0.686590101574846,"NS","LOC124909475","uncharacterized LOC124909475"
"ENSG00000174579",-1.1042379115863,0.119016355710358,0.389730039165412,"NS","MSL2","MSL complex subunit 2"
"ENSG00000163508",-2.27883676142985,0.0861128665413509,0.323239466792817,"NS","EOMES","eomesodermin"
"ENSG00000261051",0.213704425510862,0.893026378818287,0.966586606312593,"NS",NA,NA
"ENSG00000173706",-2.24596756295019,0.0016905802183492,0.0233893403824255,"Down","HEG1","heart development protein with EGF like domains 1"
"ENSG00000212452",-1.69029681557558,0.201352089970889,0.514381364624011,"NS","SNORD69","small nucleolar RNA, C/D box 69"
"ENSG00000243696",-0.925589316866082,0.373133577008286,0.689828606155431,"NS",NA,NA
"ENSG00000248592",-1.14014196999465,0.287149226853432,0.611354652399799,"NS","STIMATE-MUSTN1","STIMATE-MUSTN1 readthrough"
"ENSG00000289519",0.176805777894029,0.743464003956634,0.911985558328553,"NS",NA,NA
"ENSG00000176542",0.5323534690593,0.415515020068122,0.724674101127594,"NS","USF3","upstream transcription factor family member 3"
"ENSG00000289629",-0.18106868875408,0.884139418161096,0.962819566562439,"NS",NA,NA
"ENSG00000233276",-0.825063840962088,0.239754189875227,0.560923382457741,"NS","GPX1","glutathione peroxidase 1"
"ENSG00000229178",0.367604734447334,0.776617681035314,0.923937334249687,"NS",NA,NA
"ENSG00000207650",0.967245037203434,0.228688199155318,0.547949642398985,"NS","MIR570","microRNA 570"
"ENSG00000145113",5.25620908128192,1.54762027559754e-09,3.91002745310911e-07,"Up","MUC4","mucin 4, cell surface associated"
"ENSG00000184897",-1.36610698332159,0.116753562027016,0.385242686620685,"NS","H1-10","H1.10 linker histone"
"ENSG00000172046",0.0811813109779814,0.864016652219156,0.956097938723417,"NS","USP19","ubiquitin specific peptidase 19"
"ENSG00000014257",2.26671707386343,0.000677738341916145,0.0122207271336753,"Up","ACP3","acid phosphatase 3"
"ENSG00000144802",-2.8826907258009,0.00982395112176685,0.0789930941375198,"NS","NFKBIZ","NFKB inhibitor zeta"
"ENSG00000291223",-0.686496746353487,0.453098260544645,0.753345320572023,"NS","FAM86DP","family with sequence similarity 86 member D, pseudogene"
"ENSG00000163810",-2.71192574620607,0.222984027311391,0.541637045691485,"NS","TGM4","transglutaminase 4"
"ENSG00000182504",-0.745543081611748,0.228091616545034,0.547641567024378,"NS","CEP97","centrosomal protein 97"
"ENSG00000114279",-4.79678424930159,0.0350681661920903,0.186479440073844,"NS","FGF12","fibroblast growth factor 12"
"ENSG00000270194",0.481616103401938,0.61786168987158,0.852072032729994,"NS","GOLGA4-AS1","GOLGA4 antisense RNA 1"
"ENSG00000173578",0.294838943489868,0.831975114766114,0.944945222303704,"NS","XCR1","X-C motif chemokine receptor 1"
"ENSG00000114784",-0.66627085611442,0.20031285274007,0.512846114114461,"NS","EIF1B","eukaryotic translation initiation factor 1B"
"ENSG00000114026",0.0988391834053662,0.830690971519944,0.944403373379163,"NS","OGG1","8-oxoguanine DNA glycosylase"
"ENSG00000144711",-1.52131586719402,0.0027072998780765,0.0327568011626025,"Down","IQSEC1","IQ motif and Sec7 domain ArfGEF 1"
"ENSG00000251287",0.125928229507738,0.919745471620152,0.97546634883036,"NS","ALG1L2","ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like 2"
"ENSG00000189283",0.97756811409927,0.0807860654958278,0.31187994342225,"NS","FHIT","fragile histidine triad diadenosine triphosphatase"
